id,span,label,start,end
727736557,YouTube conspiracy theorist,"Name_Calling,Labeling",4715,4742
727736557,Did he know something that Stephen Paddock was going to do,Doubt,5074,5132
727736595,the deadliest mass shooting in modern U.S. history,"Exaggeration,Minimisation",285,335
727869189,his most theologically unsettling point,Appeal_to_fear-prejudice,1955,1994
727869189,"bad for evangelization,”",Appeal_to_fear-prejudice,2355,2379
727869189,"Could we possibly say, for instance, that it’s impossible to judge the presidency of Donald Trump relative to past presidents",Doubt,5091,5216
727869189,a genuinely surprising position,Loaded_Language,1136,1167
727869189,a combination of rhetorical tricks and soft-peddled Hegelianism,Loaded_Language,1708,1771
727869189,a lovely suggestion,Loaded_Language,2622,2641
727869189,rank historicism,Loaded_Language,4033,4049
727869189,There are different responses to the same question in different times.”,Thought-terminating_Cliches,4544,4615
727869189,has a dog in this fight,Loaded_Language,4933,4956
727869189,"For Faggioli, the implication is that at least 50 percent of German Catholic children never see their parents receive communion and lose their faith because of it",Causal_Oversimplification,2172,2334
727869189,Were priests throughout history in fact misleading their divorced and remarried parishioners by telling them they could not receive communion,Doubt,4332,4473
727869189,"If we don’t, we will find ourselves, in the words of Pope Benedict, in “a dictatorship of relativism that does not recognize anything as definitive and whose ultimate goal consists solely of one’s own ego and desires",Appeal_to_fear-prejudice,5557,5773
728169864,blatant hypocrisy,Loaded_Language,423,440
728169864,“Dirty Bomber”,"Name_Calling,Labeling",1628,1642
728169864,arrogant,"Name_Calling,Labeling",2632,2640
728169864,jealous,"Name_Calling,Labeling",2644,2651
728169864,selfish,"Name_Calling,Labeling",2655,2662
728169864,spiteful,"Name_Calling,Labeling",2666,2674
728169864,greedy,"Name_Calling,Labeling",2678,2684
728169864,cursed,"Name_Calling,Labeling",2688,2694
728169864,apes and swine,"Name_Calling,Labeling",2698,2712
728169864,perverted transgressors,"Name_Calling,Labeling",3161,3184
728169864,venomous,Loaded_Language,5517,5525
728169864,under divine displeasure,Loaded_Language,2720,2744
728169864,barking,Loaded_Language,4125,4132
728169864,Failure to do so exposes the party’s liberal agenda as a sham,Black-and-White_Fallacy,6198,6259
728169864,Anti-Gay,"Name_Calling,Labeling",0,8
728169864,"This may seem an innocent mistake on the imam’s part, but his actions against the gay community and sinister views are anything but",Doubt,2747,2878
728169864,white supremacist,"Name_Calling,Labeling",5313,5330
728169864,a man to believe in!”,Slogans,5753,5774
728343601,a paedophile priest,"Name_Calling,Labeling",125,144
728343601,"tired of fighting, crying and suffering,""",Loaded_Language,1451,1492
728343601,doing all the dirty work,Loaded_Language,1952,1976
728343601,don't be like the others,Appeal_to_fear-prejudice,2865,2889
728343601,disgraced predecessor,"Name_Calling,Labeling",4630,4651
728343601,paedophile priests,"Name_Calling,Labeling",4694,4712
728343601,dramatically disrupted,Loaded_Language,1025,1047
728343601,horror of having experienced this abuse and how I wanted to kill myself,Loaded_Language,1673,1744
728680557,the three bishops solemnly professed,Loaded_Language,663,699
728680557,in defense of the sanctity and the indissolubility of marriage,Loaded_Language,1475,1537
728680557,"will proclaim, with all clarity, unambiguity and beauty, the sanctity of marriage, and of the family, and of the Eucharist,”",Loaded_Language,1624,1748
728680557,a beautiful common voice defending the sanctity and the indissolubility of marriage in the midst of a real neo-pagan society where divorce has become a plague and where sexual depravity is increasingly spreading.”,Loaded_Language,1990,2203
728758697,"I regard him as an outstanding human being who commands a following of individuals who are learned and articulate and he plays a big role in the lives of thousands and thousands and thousands and thousands of people,”",Appeal_to_Authority,819,1036
728758697,"Would a Republican get a pass on meeting with a racist hate group leader?
Obviously not",Flag-Waving,1512,1599
728758697,"Don't expect it to condemn Rep. Davis' comments.
He was just saying what most of them think",Causal_Oversimplification,1697,1788
728758697,"Farrakhan had praised Hitler and declared that the Jews, ""can't say 'Never Again' to God, because when he puts you in the ovens, you're there forever.”","Bandwagon,Reductio_ad_hitlerum",1232,1383
728758697,"""Here come the Jews.
They don't like Farrakhan, so they call me Hitler.
Well, that's a good name.
Hitler was a very great man.""","Bandwagon,Reductio_ad_hitlerum",1384,1511
728758697,Loving Anti-Semite,"Name_Calling,Labeling",31,49
728758697,The media is very interested in racism,"Whataboutism,Straw_Men,Red_Herring",51,89
728758697,"Well, that's a good name.
Hitler was a very great man",Thought-terminating_Cliches,1456,1509
728758697,Would a Republican get a pass on meeting with a racist hate group leader,Doubt,1512,1584
728758697,The media is happy to talk about anti-Semitism,"Whataboutism,Straw_Men,Red_Herring",1790,1836
728972961,I refuse to contribute to the destruction of the Church,Loaded_Language,4679,4734
728972961,You destroyed the Church.”,Repetition,4852,4878
728972961,destroying the Church,Repetition,4757,4778
728972961,"You have no authority to compose this schema, because it is a theological thesis and therefore within the competence of the Theological Commission.”",Black-and-White_Fallacy,8558,8706
728972961,Freemasonry,Repetition,10317,10328
728972961,Freemasonry,Repetition,10257,10268
728972961,Freemasonry,Repetition,10157,10168
728972961,in the name of the Council,Repetition,14308,14334
728972961,destroys the Church,Repetition,16330,16349
728972961,smoke of Satan,Repetition,21472,21486
728972961,"And if He is God, we must give Him the adoration of God",Appeal_to_fear-prejudice,25147,25202
728972961,It is impossible to do all this without God’s assistance,Appeal_to_fear-prejudice,29700,29756
728972961,"Stay in the fight!
Keep the Faith.
Never surrender!",Slogans,1400,1451
728972961,the infallible teachings of Mother Church,Loaded_Language,1692,1733
728972961,"a mutation, a change, in the Church",Loaded_Language,3486,3521
728972961,destruction of the Church,Repetition,4910,4935
728972961,the mutation in the Church,Loaded_Language,5126,5152
728972961,Impossible!,Loaded_Language,9021,9032
728972961,"I do have the right to compose this schema because if anything concerns Christian Unity it is religious liberty, and I am the President of the Secretariat for Promoting Christian Unity.”",Appeal_to_Authority,8744,8930
728972961,Freemasonry,Repetition,10381,10392
728972961,a mutation in the church,Repetition,10646,10670
728972961,"if the reforms are bad, then it is impossible that the Council is good and all the reforms are bad, because that is the authentic interpretation of the Council by Rome",Causal_Oversimplification,11014,11181
728972961,"very, very anxious",Loaded_Language,12301,12319
728972961,in the name of the Holy See,Loaded_Language,13047,13074
728972961,"We must tolerate - have tolerance for the error - but never give the same right to error and truth.
That is impossible",Black-and-White_Fallacy,15155,15273
728972961,impossible,Repetition,19505,19515
728972961,he is an infamous Freemason,"Name_Calling,Labeling",20640,20667
728972961,smoke of Satan,Loaded_Language,21257,21271
728972961,the devil is in Rome,Loaded_Language,23063,23083
728972961,sensual dancing,Loaded_Language,23852,23867
728972961,That is a fact,Repetition,19826,19840
728972961,"Ay.
Impossible.
Impossible.
No, no, no, no",Loaded_Language,24223,24265
728972961,the pope is not man of true conviction,Doubt,26467,26505
728972961,"if I do that, then I betray my mother, the Church.
The Church!",Appeal_to_fear-prejudice,27636,27698
728972961,desperate state,Loaded_Language,154,169
728972961,diabolical debacle,"Name_Calling,Labeling",762,780
728972961,"if the Church continues to remain under the influence of the prince of the revolution, then, in the future a crisis will come upon the Church",Appeal_to_fear-prejudice,5422,5563
728972961,"They said that.
They wrote that",Repetition,7402,7433
728972961,"We were in a very sad, serious situation",Loaded_Language,9033,9073
728972961,In the name of the Council,Repetition,10921,10947
728972961,I do everything possible for the Council and the Catholics in our country,Flag-Waving,12446,12519
728972961,"in the name of the Declaration of Religious Freedom [of Vatican II], we ask the President to remove this article in the Constitution",Appeal_to_fear-prejudice,12770,12902
728972961,"We must take care, because this change in the church is a liberal change.
The liberal principles have entered the Church now, and they destroy the Church",Appeal_to_fear-prejudice,14336,14489
728972961,Impossible,Repetition,15033,15043
728972961,"The authority comes from God.
Not from the people.
Not from the masses.
From God",Repetition,15556,15636
728972961,democratic principle,Repetition,15667,15687
728972961,in the masses,Repetition,15735,15748
728972961,hierarchical,Repetition,16460,16472
728972961,That is hierarchy,Repetition,16699,16716
728972961,I do not say that,Repetition,17455,17472
728972961,the belief,Repetition,17779,17789
728972961,No faith,Repetition,18033,18041
728972961,They learn nothing now,Repetition,18773,18795
728972961,"How is it possible that the pope gives the authorization to this change?
How is it possible the pope signed this decree?
Signed this constitution",Doubt,19864,20009
728972961,I don’t know,Repetition,20026,20038
728972961,A big mystery,Repetition,20061,20074
728972961,I don’t know,Repetition,20344,20356
728972961,"I don’t know.
We don’t know",Repetition,20775,20802
728972961,we do not know,Repetition,20938,20952
728972961,Not pope,Repetition,21005,21013
728972961,I do not know,Repetition,22844,22857
728972961,"Because if this crisis continues, many people will go to hell",Appeal_to_fear-prejudice,23221,23282
728972961,sacrilege,Loaded_Language,23956,23965
728972961,That is sacrilege,Repetition,23995,24012
728972961,Impossible,Repetition,24239,24249
728972961,Against our faith,Repetition,24384,24401
728972961,Essential,Repetition,25136,25145
728972961,I know him very well,Repetition,27300,27320
728972961,That we cannot change,Repetition,29873,29894
728972961,The Church is tradition,Repetition,29921,29944
728972961,I thank you for your attention,Thought-terminating_Cliches,29968,29998
729303442,"But Jewish groups on and off campus have denounced the report as flawed, saying it missed the significance of an anti-Semitic text circulated online before Noah Lew was removed from the board last fall",Doubt,303,504
729303442,a target was placed squarely upon me,Loaded_Language,1489,1525
729303442,"My Jewish identity was now public, and a target was placed squarely upon me by the McGill BDS movement",Causal_Oversimplification,1450,1552
729303442,An outcry,Loaded_Language,1555,1564
729303442,anti-Semitic tropes of Jewish people,"Name_Calling,Labeling",2878,2914
729303442,"The Jewish groups said this anti-Semitic rhetoric “was used to encourage students to vote specifically against Noah Lew.
It is under this context that the (general assembly) occurred, and the report fundamentally misunderstands this, which alters the entire findings of the report",Doubt,2953,3233
729303442,absolutely no place for anti-Semitism,"Exaggeration,Minimisation",4046,4083
729303442,overwhelmingly approved,Loaded_Language,1303,1326
729303442,a whitewash,"Name_Calling,Labeling",3659,3670
729348908,a holy war between Muslims and non-Muslims,Appeal_to_fear-prejudice,1976,2018
729348908,"in the application process, he lied to military recruiters about a recent trip he'd taken to Jordan in a failed attempt to make contact with the Islamic State and join a ""real Muslim Army",Doubt,380,567
729348908,"he wanted to do something “bigger, better, and more purposeful” – like dying in the cause of Allah","Exaggeration,Minimisation",1749,1847
729348908,a martyr,"Name_Calling,Labeling",2823,2831
729348908,"In the process, however, he misidentified Hasan as Nidal Hussein and said the shooting happened at Fort Knox in Kentucky.
He also said Hasan had died a martyr, though in fact he remains alive on military death row",Doubt,2673,2886
729348908,"He also sang an Islamic State fight song and recalled making a replica of the group’s flag.
He said he wanted to replace his neighbor’s American flag with it",Flag-Waving,2020,2177
729348908,"Patel agreed to bring it by, but two days later he told the State Department he had accidentally thrown it away in October and needed a new one",Doubt,3669,3812
729368012,"""disaster""",Loaded_Language,10584,10594
729368012,"""disaster"" potential witness","Name_Calling,Labeling",10584,10612
729368012,"Of course, we know what Obama did with his daily briefings.
They are somewhere in the White House sewer system",Doubt,6367,6477
729368012,purportedly,Doubt,8080,8091
729410793,blessing’ for gay unions is ‘truly…sacrilegious’,Loaded_Language,29,77
729410793,"Marx’s idea “truly seems sacrilegious” and “ignores the clear Revelation of God,”",Loaded_Language,316,397
729410793,homosexuality always contradicts the Will of God,Black-and-White_Fallacy,657,705
729410793,citing church teaching through the centuries,Appeal_to_Authority,708,752
729410793,"Rather than being about receiving “God’s assistance for themselves,” those engaging in sodomy and wishing to have it “blessed” by the Church “aim with their request at the recognition and acceptance of their homosexual way of life and its ecclesial valorization.”",Causal_Oversimplification,754,1017
729410793,"The Catechism of the Catholic Church teaches that “under no circumstances” can homosexual activity “be approved” as it is “intrinsically disordered.” Such acts are “contrary to the natural law.
They close the sexual act to the gift of life.
They do not proceed from a genuine affective and sexual complementarity” (CCC 2357)",Appeal_to_Authority,1018,1342
729410793,I do not really see any problems there.”,Thought-terminating_Cliches,1563,1603
729410793,"“Any such ‘blessing rite’ would cooperate in a morally forbidden act, no matter how sincere the persons seeking the blessing,”",Black-and-White_Fallacy,3356,3482
729410793,"such a “blessing” would encourage people to continue living in a way the Church considers gravely sinful and spiritually damaging, and therefore would be uncharitable",Appeal_to_fear-prejudice,3510,3676
729410793,as children of God with inherent dignity,Loaded_Language,4126,4166
729410793,"there is no truth, no real mercy, and no authentic compassion, in blessing a course of action that leads persons away from God.”",Black-and-White_Fallacy,4237,4365
729410793,"Jesus said the truth will make us free.
Nowhere did he suggest it will make us comfortable.”",Appeal_to_Authority,4586,4678
729410793,sodomy,"Exaggeration,Minimisation",841,847
729549972,record-breaking,Repetition,2356,2371
729549972,"the ""Pale Blue Dot","Name_Calling,Labeling",1303,1321
729549972,the 'Pale Blue Dot,"Name_Calling,Labeling",1413,1431
729549972,farthest ever image,"Exaggeration,Minimisation",14,33
729549972,the most-distant course-correction manoeuvre ever,"Exaggeration,Minimisation",1652,1701
729549972,the farthest planetary encounter in history,"Exaggeration,Minimisation",1845,1888
729549972,the next record-breaking encounter,"Exaggeration,Minimisation",2347,2381
729549972,record-breaking,Loaded_Language,2356,2371
729549972,record-breaking,Loaded_Language,154,169
729561658,continent; not a country,Repetition,754,778
729561658,just so we're clear here,Thought-terminating_Cliches,809,833
729561658,it is not a country,Repetition,1033,1052
729561658,"Australia is both a country and a continent.
It's the only country that is both.
I provided a resource in the first email that clarifies that for you.
If you need further clarification google or the SNHU Shapiro Library has that information you",Doubt,1494,1738
729561658,Australia is both a country and a continent,Repetition,1494,1537
729561658,her professor believed Australia 'is not a country,Doubt,39,89
729561658,"the professor incorrectly thought Australia ""is not a country",Doubt,251,312
729561658,Australia is a continent; it is not a country,Doubt,1007,1052
729578579,"the accusations are, after all, still lies, and that there’s still “no evidence” against Barros…?",Doubt,645,742
729578579,"Lie big, lie often, and when caught, keep lying",Thought-terminating_Cliches,6851,6898
729578579,who am I to judge him?,Thought-terminating_Cliches,16495,16517
729578579,"We cool and hip people don’t hate gays, do we?”",Doubt,18426,18473
729578579,secular journalists,Repetition,21886,21905
729578579,his good friend Bishop Juan Barros?,"Name_Calling,Labeling",225,260
729578579,the convicted sex-predator Karadima,"Name_Calling,Labeling",368,403
729578579,had apologised-except-not-really,Loaded_Language,604,636
729578579,It also calls into question his stated empathy with abuse survivors,Doubt,1794,1861
729578579,"I am the pope, I do not need to give reasons for any of my decisions.
I have decided that they have to leave and they have to leave.”",Appeal_to_Authority,3538,3671
729578579,secular reporters,"Name_Calling,Labeling",6929,6946
729578579,predatory homosexual,"Name_Calling,Labeling",7133,7153
729578579,No evidence.”,Thought-terminating_Cliches,7731,7744
729578579,for the strong-of-stomach,Loaded_Language,13378,13403
729578579,papal apologists,"Name_Calling,Labeling",14278,14294
729578579,so many lobbies,Thought-terminating_Cliches,16987,17002
729578579,cool and hip people,"Name_Calling,Labeling",18429,18448
729578579,astoundingly brazen lie,Loaded_Language,18738,18761
729578579,nudge-nudge-wink-wink joke,Loaded_Language,18932,18958
729578579,Squandering the capital of trust,Loaded_Language,19546,19578
729578579,watched aghast,Loaded_Language,21375,21389
729578579,dizzying detail,Loaded_Language,21538,21553
729578579,secular journalists,"Name_Calling,Labeling",21766,21785
729578579,habitual liar,"Name_Calling,Labeling",22024,22037
729578579,blatantly using lies and manipulation,Loaded_Language,22774,22811
729578579,"if Paul VI is canonised, their loss of faith in the Church as an institution will be complete",Appeal_to_fear-prejudice,23321,23414
729578579,shouting match,Loaded_Language,23700,23714
729578579,vicious temper tantrums,Loaded_Language,23757,23780
729578579,terrorising his subordinates into submission,Loaded_Language,23823,23867
729578579,apparently unbreachable shell of papal teflon,Loaded_Language,24443,24488
729578579,calumny,Loaded_Language,421,428
729578579,pain,Loaded_Language,509,513
729578579,dropped the bomb,Loaded_Language,1090,1106
729578579,in his hands,Repetition,6046,6058
729578579,Who am I to judge,Thought-terminating_Cliches,7201,7218
729578579,flagrant,Loaded_Language,8306,8314
729578579,under his thumb,Loaded_Language,8907,8922
729578579,lie big and lie brazenly,"Exaggeration,Minimisation",9194,9218
729578579,A virtuoso performance-liar,"Name_Calling,Labeling",13405,13432
729578579,mastery,Loaded_Language,13500,13507
729578579,blatant and enormous lie,Loaded_Language,13997,14021
729578579,thoroughly vetted,Loaded_Language,14627,14644
729578579,duly rewarded,Loaded_Language,14809,14822
729578579,That is a danger,Appeal_to_fear-prejudice,15614,15630
729578579,violently opposed,Loaded_Language,17741,17758
729578579,"nonsense, propaganda",Loaded_Language,18366,18386
729578579,We are simply asked to take the pope’s word for it,Appeal_to_Authority,18656,18706
729578579,hysterical nonsense,Loaded_Language,19054,19073
729578579,intrinsically disordered,Loaded_Language,19377,19401
729578579,a serious emotional dysfunction that “must” preclude a man from being ordained,Loaded_Language,19466,19544
729578579,one of the great confidence scams,Loaded_Language,21304,21337
729578579,"They warn that the general loss of trust in institutions leads to a general state of chaos, in which laws on the books matter little as citizens turn to their last resort of protecting themselves and their own families",Appeal_to_fear-prejudice,22303,22521
729578579,professional confidence trickster,"Name_Calling,Labeling",22719,22752
729578579,horrors,Loaded_Language,24898,24905
729578579,slander and calumny,Loaded_Language,25127,25146
729578579,Not that anyone in Rome was trying very hard,Doubt,26581,26625
729581752,researchers say it will have very little effect on the overall global warming trend that mankind has created for itself,Appeal_to_Authority,2235,2354
729581752,but scientists aren’t worried,Thought-terminating_Cliches,38,67
729651527,layers of corruption,Loaded_Language,1668,1688
729651527,alleging “layers of corruption” within the student government and favouritism in appointing board members,Doubt,1658,1763
729651527,punch a zionist,Slogans,2760,2775
729651527,there is absolutely no place,"Exaggeration,Minimisation",3131,3159
729651527,"However, he said any Jewish students thinking of being involved in student politics or activism “will have encounters that are profoundly disturbing and unpleasant",Appeal_to_fear-prejudice,3704,3867
729651527,"He said McGill is not alone in this respect, as this is a continent-wide phenomenon within student politics","Whataboutism,Straw_Men,Red_Herring",3870,3977
729668796,outrageous,Loaded_Language,2351,2361
729668796,Christian Identity of Europe,Flag-Waving,68,96
729668796,Christian identity of Hungary and Europe,Repetition,545,585
729668796,We will fight those who want to change the Christian identity of Hungary and Europe,Repetition,1270,1353
729668796,unacceptable and shocking,Loaded_Language,2090,2115
729668796,flood of antichrists,Loaded_Language,3756,3776
729668796,Hungary has never admitted and will never admit illegal immigrants,Repetition,2118,2184
729668796,Muslim invaders,Repetition,3361,3376
729668796,"Were the Ammonites and Moabites not kept out of the assembly of Israel because of their hatred of the people of God?
(Deuteronoy 23:3-6)",Black-and-White_Fallacy,3804,3940
729668796,"fight those who want to change the Christian Identity of Europe.""",Repetition,296,361
729668796,"Hungary will not become an immigrant country, it has never admitted and will never admit illegal immigrants.""",Loaded_Language,1938,2047
729668796,ordered all illegal Muslim invaders to get out of Hungary and never come back,Loaded_Language,3341,3418
729668796,Muslim invaders,"Name_Calling,Labeling",3361,3376
729668796,openly Christian,Flag-Waving,3647,3663
729668796,people with immigrant backgrounds have committed 27 major terrorist attacks in Europe,Appeal_to_fear-prejudice,2854,2939
729668796,"one cannot allow such an influx into the country, or all you are asking for is the judgments God warned about in Deuteronomy 28",Black-and-White_Fallacy,3997,4124
729668796,Hungary First,Flag-Waving,238,251
729668796,Hungary First,Slogans,238,251
729668796,"For us, Hungary is first",Flag-Waving,476,500
729668796,"For us, Hungary is first",Slogans,476,500
729668796,America First,Flag-Waving,815,828
729668796,America First,Slogans,815,828
729668796,"For us, Hungary is first",Repetition,1242,1266
729668796,"Hungary will not become an immigrant country, it has never admitted and will never admit illegal immigrants",Flag-Waving,1938,2045
729668796,the threat of terrorism becomes an everyday regularity,Appeal_to_fear-prejudice,3027,3081
729668796,well done,Thought-terminating_Cliches,4133,4142
729670169,cataclysmic damage,Loaded_Language,1399,1417
729670169,"sub-standard ""informal"" homes","Name_Calling,Labeling",1857,1886
729940206,a perfect storm of sociology stupidity,Loaded_Language,571,609
729940206,You really don't need to know anything,Thought-terminating_Cliches,1178,1216
729940206,my truth,Repetition,1866,1874
729940206,corrupting,Loaded_Language,327,337
729940206,Sociology helped generate a whole range of fake new academic subjects while corrupting existing ones into a toxic stew of racism and meaningless jargon,Doubt,251,402
729940206,absolute ignorance,"Exaggeration,Minimisation",522,540
729940206,shocked,Loaded_Language,1039,1046
729940206,"Sociology.
You really don't need to know anything",Doubt,1167,1216
729940206,"The professor, who has a PhD in philosophy...
Of course she does",Doubt,1218,1282
729940206,"the age of, ""My truth","Name_Calling,Labeling",1838,1859
729940206,a toxic stew of racism and meaningless jargon,Loaded_Language,357,402
730019938,white,"Whataboutism,Straw_Men,Red_Herring",1024,1029
730019938,a black gunman shooting two white cops,"Whataboutism,Straw_Men,Red_Herring",2665,2703
730019938,"I can't think of anything less irrelevant than a black gunman shooting two white cops--after five years of the ""Blacks Lives Matter"" movement",Loaded_Language,2618,2759
730149656,Satan,Repetition,3428,3433
730149656,Satan,Repetition,3486,3491
730149656,obscene travesty,Loaded_Language,5251,5267
730149656,venomous,Loaded_Language,3017,3025
730149656,Satan,Repetition,3526,3531
730149656,hate,Loaded_Language,216,220
730149656,even mass murder,Loaded_Language,225,241
730149656,incredibly offensive,Loaded_Language,1742,1762
730149656,monkeys and pigs,"Name_Calling,Labeling",2379,2395
730149656,greatest leader in modern Western history,"Name_Calling,Labeling",2639,2680
730149656,Satan,Repetition,3371,3376
730149656,"If the board members of Crime Stoppers and Citizens’ Crime Watch do not wish to be associated with anti-Semitism or white supremacism or Hamas or Holocaust denial or Steve Anderson or David Duke or Louis Farrakhan, then they must cut ties with Sofian Zakkout",Black-and-White_Fallacy,4647,4905
730149656,Crime Stopper,"Name_Calling,Labeling",7,20
730149656,making the claim that Jews have experienced such abuse because they have somehow been cursed,Causal_Oversimplification,306,398
730149656,‘Cause they’re under the curse of God for having rejected the Lord Jesus Christ.”,Causal_Oversimplification,1493,1574
730149656,"“David Duke, a man to believe in!”",Slogans,3070,3104
730149656,“We are Hamas”,Slogans,3832,3846
730149656,“Let’s go Hamas.”,Slogans,3851,3868
730149656,the American public,Flag-Waving,5049,5068
730149656,documented threat to national security,Appeal_to_fear-prejudice,5147,5185
730222442,is tumbling chaotically as the result of a violent collision,Loaded_Language,170,230
730222442,its topsy-turvy spin,Repetition,2349,2369
730237078,stunning,Loaded_Language,188,196
730237078,"Yeah, it’s kind of crazy",Thought-terminating_Cliches,657,681
730237078,a record-breaking,"Exaggeration,Minimisation",33,50
730237078,fancy image-gathering hardware,Loaded_Language,106,136
730237078,a greatest distance from Earth than any in the history of mankind,"Exaggeration,Minimisation",516,581
730237078,fastest spacecraft ever launched,"Exaggeration,Minimisation",1030,1062
730237078,farther from Earth than any spacecraft in history,"Exaggeration,Minimisation",1234,1283
730237078,record-breaking,Loaded_Language,35,50
730237078,gorgeously detailed eye candy,Loaded_Language,312,341
730268758,extremely dangerous,Repetition,2346,2365
730268758,principal in a cover-up’,"Name_Calling,Labeling",34,58
730268758,a “classic” move of his,Loaded_Language,259,282
730268758,sexual predators,"Name_Calling,Labeling",320,336
730268758,"predator priests,”","Name_Calling,Labeling",517,535
730268758,classic Bergoglio,"Name_Calling,Labeling",686,703
730268758,"principal in a cover-up,”","Name_Calling,Labeling",1414,1439
730268758,infamous Chilean priest abuser,"Name_Calling,Labeling",2006,2036
730268758,scandal of epic proportions.”,Loaded_Language,2088,2117
730268758,violating his seal of Confession with Karadima,Loaded_Language,5051,5097
730268758,begging the Pope,Loaded_Language,6052,6068
730268758,"The whole of Latin America, including Argentina, was well aware of what was happening","Exaggeration,Minimisation",6213,6298
730268758,there were never any cases of clerical abuse in the entirety of the two-million-plus member Archdiocese of Buenos Aires,"Exaggeration,Minimisation",6587,6706
730268758,"predator priest,”",Repetition,6748,6765
730268758,"a grooming gang, a predator priest","Name_Calling,Labeling",7129,7163
730268758,to be haunting this papacy,Loaded_Language,7654,7680
730268758,sexual predators,Loaded_Language,320,336
730268758,predators,Loaded_Language,728,737
730268758,"Well if the Pope is not going to intervene and impose zero tolerance, why should I","Bandwagon,Reductio_ad_hitlerum",2539,2621
730268758,calumny,"Name_Calling,Labeling",3350,3357
730268758,slander,Loaded_Language,3527,3534
730268758,incredibly frustrated,Loaded_Language,4818,4839
730268758,"grooming gang, a predator priest",Loaded_Language,7131,7163
730268758,heinous,Loaded_Language,7186,7193
730389374,"lies"" and ""ridiculous""",Loaded_Language,1684,1706
730389374,monumental stupidity,Loaded_Language,1801,1821
730389374,Has President Trump thought through where we are going with this deepening commitment in Syria,Doubt,3517,3611
730389374,"If you (Americans) are committed to countering Iran in the region, then you must do so in Syria--first.""",Flag-Waving,1530,1634
730389374,bargaining chip,"Name_Calling,Labeling",2955,2970
730389374,Erdogan exploded,Loaded_Language,3239,3255
730389374,"active diplomacy, not military action",Black-and-White_Fallacy,4016,4053
730389374,"What outcome would justify another U.S. war in a region where all the previous wars in this century have left us bleeding, bankrupt, divided and disillusioned?",Flag-Waving,4439,4598
730389374,"bleeding, bankrupt, divided and disillusioned?",Loaded_Language,4552,4598
730389374,what would be the U.S. vital interest?,Flag-Waving,4400,4438
730389374,"When he was running , Donald Trump seemed to understand this",Doubt,4599,4659
730559808,"but if one dares something, one might win, but one also can perish",Appeal_to_fear-prejudice,5353,5419
730559808,there is only one Catholic answer: No!,Black-and-White_Fallacy,955,993
730559808,"your addition “in individual cases” is absolutely worthless, it has no argumentative force",Loaded_Language,998,1088
730559808,"Why not, one could say, since the Church is ready to bless nearly everything on the earth?","Exaggeration,Minimisation",1251,1341
730559808,"only then when there is a blessing upon a cause or a project, will something good come out of it",Black-and-White_Fallacy,2544,2640
730559808,"That is to say, one could not consecrate a brothel, one could not bless a concentration camp or weapons which are not explicitly ordained for hunting or for legitimate self-defense",Black-and-White_Fallacy,3006,3186
730559808,"one may not bless a relationship which is sinful; [one may not bless] the mafia; no blessing for organizations or institutions which promote or procure abortions or which propagate ideologies which are against the Faith, antisemitic contents, or other forms of racist thought","Bandwagon,Reductio_ad_hitlerum",3215,3490
730559808,"If one considers and weighs this matter, one knows: one may not bless a union of two homosexual men or of lesbian women",Causal_Oversimplification,3492,3611
730559808,This position which is really simple and easily to be understood,Thought-terminating_Cliches,3953,4017
730559808,"I am sure there are many many others, too, who think alike, but whom I do not know","Bandwagon,Reductio_ad_hitlerum",4279,4361
730559808,there is only one Catholic answer: No!,Black-and-White_Fallacy,4404,4442
730559808,"To contradict two popes – whom the Church has already “beatified” the one and “canonized” the other – so shortly after their deaths, and in such a radical and open manner, probably has never happened before in the Church's history","Exaggeration,Minimisation",5659,5889
730559808,"Isaiah says that such people draw unto them God's punishment, with thick cords!",Appeal_to_Authority,5891,5970
730559808,"but if one dares something, one might win, but one also can perish",Loaded_Language,5353,5419
730559808,"Why not, one could say, since the Church is ready to bless nearly everything on the earth?","Bandwagon,Reductio_ad_hitlerum",1251,1341
730559808,"To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it",Causal_Oversimplification,2483,2640
730559808,"know.
Dear Cardinal Marx and dear Bishop Bode, there is only one Catholic answer: No!
And your addition “in individual cases” is absolutely worthless, it has no argumentative force",Repetition,4357,4537
730559808,"Isaiah says that such people draw unto them God's punishment, with thick cords",Appeal_to_fear-prejudice,5891,5969
730573740,the cardinal,Appeal_to_Authority,834,846
730573740,would be an ‘atrocity’,Loaded_Language,45,67
730573740,"If a priest blesses a homosexual couple, then this is an atrocity at a holy site, namely, to approve of something that God does not approve of.”",Black-and-White_Fallacy,983,1127
730573740,this is an atrocity at a holy site,Loaded_Language,1029,1063
730573740,submissive change of the Church into a NGO for the embetterment of the this-worldly life conditions” is a “suicidal modernization” that denies mankind the Truth of God,Loaded_Language,1338,1505
730573740,"In dogmatic questions, there cannot be a plurality,”",Black-and-White_Fallacy,2177,2229
730573740,"There is only one Magisterium, he said, and bishops' conferences can only decide about pastoral questions",Black-and-White_Fallacy,2240,2345
730573740,the Sacraments have to be celebrated the way Christ Himself willed it when he instituted them,Appeal_to_Authority,2479,2572
730573740,he who lives in the state of mortal sin cannot receive Holy Communion.”,Black-and-White_Fallacy,2682,2753
